sha,Positive,Negative,Final,new,total
d1055e06658838a8667fca6e6d601150ccb86837,1,-1,0,1,
c11b23bbc1f46116407bdc10779c4cace639ee83,1,-2,-1,0,
bf8cac4939ebad0756e39ad82c756bccea9c650a,1,-1,0,1,
48df2f66b858f3ce2a0a069dafb1332da55c47f9,1,-2,-1,1,
0a8e1aaf19dc85830478041cb57b308b764cfacd,1,-2,-1,0,
12ccd40c5ab7d7da674b1f2d7e3ec3945e32cc8d,1,-2,-1,1,
ed46c4ed00ec8260d64eda19ae05aae03fcdaa20,1,-2,-1,31,
a53f716ca1540d5f496b47d2249e2293a9d0ae06,1,-3,-2,0,
06dcca1dbcc048b6ce7d954e4ecdf1d3ed6af034,1,-1,0,2,
69582c0b6c190e57e8365c97aa819ac5e965a5bd,1,-1,0,,
786f35c6c9d5d2061e518975dae5100caa43cf52,1,-1,0,,
d2d3e6ef0c9935a2a38458433298966e6efcfaeb,3,-2,1,1,
c6c0984b8ec4b4c3e560cdd63a7ee3e20fec96b5,1,-1,0,1,
f40ecc3f1076292bba2b4c33fa003c1be972df00,3,-2,1,1,
ce241bd11ec26008a692b87391b94d8efe69069d,1,-2,-1,15,
1e5fafe44651e1e246a9a041cfbb453582e05491,2,-2,0,0,
15560530d442a83fe89a3fe908bf22d145c18818,1,-2,-1,1,1
268b901844c620337bc11ae82e99163a1781b96c,1,-1,0,3,1
bc8e022601b205e6c38075999fe6ebd08d81f179,1,-2,-1,8,2
dc3036a20201ef031f231e12cfe30d622779a0a1,1,-1,0,,
e00f24961adbd1ed0e2189cf5ca9dc16632faa7c,1,-2,-1,0,
756854e99a898ee3a3d943430c164c697cef6ed2,1,-1,0,10,
c1d0d88f0ae50ce38f00daa9bf7039c1a8bf9a80,2,-1,1,5,
ad6af3250cfe75f848c7cd7a6cb012172002032c,2,-2,0,3,
73f23c5faa967748bdda826278ac5e63f715ae09,1,-1,0,0,
650406c0a3781b4c79c18f164e858900740072cd,2,-2,0,0,1
02b7507a622af049b7061fb2016ebb3b56b32111,1,-1,0,30,
4f982be91e6d61c7c7a9d8d63115e0ebe65b2774,1,-2,-1,2,
108fbe52828d7eeea7d3411a6893cc18e9745304,1,-2,-1,0,
7928a6fef3a0d72c17f8f4b2a5123cc433365de8,1,-2,-1,1,
8b273983f05b75e32353b07bad0dac2ecbbca9c7,2,-1,1,1,2
6cd5e8b0ca2df07835e53b649fbf000f15175306,1,-1,0,0,
0b0418b3688f5aa3d0ad259d34605e2a6745203c,1,-2,-1,,
01e46ed03aea4434299faf4c8596b537b27f767b,1,-1,0,0,
4ed961f4fee1884f58118896c542b4a33803d47e,2,-2,0,0,1
501662a77f8166382eefd18a8620983d27f59d4a,1,-2,-1,3,
40ae4fefc7e4c7cbf6f7e9d15b5e93fb497c993f,2,-2,0,4,
e71fa1e7b6c30578126fdd33ee82a2a715386ed3,1,-1,0,,
41ebb5fcca149e9f95372038c687b5d94517d78c,1,-1,0,,
1e70d3092d547b1d19f9bf3a4da231701d19de6a,1,-2,-1,6,
7bbb4ef8a23fdfd7b34a0cc914d8e21b3afa58c2,1,-1,0,1,
46e66b45bdad1b3876d5a8f8528875a797f7218c,2,-1,1,0,
