sha,Positive,Negative,Final,new,total
c53e274d3128bc92f0e8b6a79c407cf764f16f7b,1,-2,-1,,
05ea580091a230a7843e0a7312e7980fc54f302e,1,-1,0,0,
ee8abb2f7053575bd2abec8152907e0642b1d713,2,-2,0,6,2
58a910f0a7e6e2da4af9f1fcebdabeb22d909fcb,1,-2,-1,1,
ba237c5d21abb8b63c5edf53517654a214157582,1,-1,0,0,
6b8e79b13780d4e91d79325e0bf9f1c8df191176,1,-1,0,0,1
1a324d784cfc53288730b7c1b5c1bde0685e4686,1,-2,-1,2,2
ac9de822b2164426a6ebfce62ab0ad10766c2cad,1,-1,0,,
0b3712d8a5fceacffb388eb9ee9ca583723a096d,1,-1,0,,
d4204e8b1456c46d4a343e219855cbe1ea20aa4a,1,-2,-1,,
e9154b7960fd9fe9bf05811e4e9972698eeec355,1,-1,0,0,
c9161afda998e42d8ee9ebbfe5e647ff337bd19b,1,-1,0,,
1e207b2ef83db4296fb944ade4c301794f9e8460,1,-1,0,6,
0bb48a1669d7fdc30d3768f087fd6e592530dde2,2,-1,1,,
9947cd40c617d4e12690b81a2d28624355580e34,1,-1,0,7,3
adeced299785bbeab53241e0013a1f22cdeae76f,1,-1,0,0,
caca1fdc90b6ef877385b044b2a3230f8e6e9874,2,-1,1,6,1
c14b0ad9eeffa3fadb2d04a23f5673fc6bb94ac9,1,-1,0,,
40d191b563cb8e94b28b15a217a759a1df9b6759,1,-1,0,,
ec7ba32af6542c6dbbf264a79804d25a98707971,1,-2,-1,,
6eb7cf1300fc0c411ffab93de041654bc10918bf,1,-1,0,0,
c3921d489f4da80aad6f387158c33ec2e4bca52d,2,-2,0,1,
a5ea6d10a8152df8f1dcb3d7c3fe3635325d82e4,1,-1,0,0,1
f69900cd1e6b17196e88321062e865d6585c6423,2,-1,1,0,
7ed7cca4c9ee854432132a4fbf9be9d655dabbf2,1,-1,0,,
c90bbc2749d80d8fed7484dcf34aeae0593dde59,1,-1,0,0,
fa1702fece04c5fc50149fc9b05d77a459b7180b,1,-1,0,0,4
830ee16d0d043bad281ba25ed7287f7d45ac9c09,2,-2,0,,
4f7c11a1df26836c7a15f062a5431adb3d371a86,1,-1,0,4,
9679c44d2b521b5c627e7bde375c0883f5857e0c,1,-1,0,2,
0b1a118f45418aba6af03e71e7169e38cb3ec9af,1,-1,0,2,6
8fb5b3701307f7ce597083f41b3c812680f7195d,1,-2,-1,0,
abbd53da4ad98c3a95118c9770a9d247e54b0eef,1,-2,-1,19,4
e32dcb9a669bc354cc97cb45f14f0dbad9657693,1,-1,0,0,
5ca9ed5ede4f03cdef54cdbce70be3fdf052157d,1,-1,0,2,
0ecb72f59da6491edc96b99b147b4983be794acf,1,-1,0,4,1
b27e098a7dbcc07c6abb758de570596c74722025,1,-1,0,,
7afcb3a64c53831f05f99037dfa07aba1d396c48,1,-1,0,11,
fcb15e357c1b818d2d543dc9db3e011ddc1fbf5e,2,-2,0,2,
b328fc729b79fee6a9d210cf25890068d92943ee,1,-1,0,0,
bce10794a016f86cda63ceb437d8db7dfc65063b,1,-2,-1,,
b88d70b53290af715034a1f772a271f7e44505fd,1,-2,-1,,
2b5a59406622affa1e333e073546f075f59b4ac9,2,-2,0,8,8
55dd97097f51e9e9a687c35afa0cfd38d60a6b45,1,-1,0,3,
42771eb37d6abd0a34220d30773e559680bdf9b0,1,-1,0,0,
00d1137570e3b877253288ad730842551b998d3b,1,-2,-1,,
32e97b1d9db46cab526d1882eaf9633934ed21bd,1,-1,0,0,
6f641fef6a88036ab4dacb59ab21bc8b21ef9bcf,1,-1,0,7,2
893e0445150614d3538654af0e25f78d87a717ba,2,-1,1,,
564311f5cdedd63fa03052368c321db5ce15dc4f,1,-1,0,1,1
03a2d8243d820c359d35a5feaa25bef3fdb7ca0a,1,-1,0,,
f448e49fbe8c3c609f9beffa2f421fc0b875aa3d,2,-1,1,17,
de8a67b56534e37ae149423aac43097645029ce0,1,-1,0,,
2d8049b713f2b9982bd43e7340a0e0f302f30d6b,3,-1,2,20,
af983267be7a2d0f81527f5a348af377f30caee4,1,-1,0,26,37
515ce21c74743171df6cb069b4754f68fe7f2233,2,-2,0,27,
a5318722c74ec0279a2e831e93e4164d9adcb8a1,1,-2,-1,,
6dbd9b59e60eff821fe677af1c6ed33b96243153,1,-2,-1,0,
de147837dda5865565d718d32465ec41f8f44d25,1,-2,-1,,
55cdc934fb0e3bb184dc3fe3072acc918a0b1174,1,-1,0,,
04a70bd3fe40628462f63955c8522cae625feee3,1,-2,-1,0,
a7746dd5b4d1eb529433b33be65aa2decd99a737,1,-1,0,,
1b170df31c7304f6d4c938b5e0c2a09ae1e9189d,1,-1,0,13,2
31ce3a27050443276f8a634443ade5c251766614,1,-1,0,0,
b82252b1e03c2cff9ca4059157dc850afbe047bf,1,-1,0,,
b4d8552218c9ab41bc1e0221c4e79417a2662d19,1,-2,-1,,
9d2efd83a6a8e5576886dd146eebdb072f4c8d47,2,-2,0,16,1
f467c9c2438a8b182083879927ff171a6a2c6f2f,1,-2,-1,1,1
be5b0fd2a9513fa13f2abd5b39782e714b0c9956,1,-1,0,5,
902009ea981075bdad178c96eb9e9a835d9cc52f,1,-1,0,3,
6655a4d75f8d839c9f87e68fbda77ed0637825d2,1,-1,0,1,
aa3c38f5950470be66dcd29aba355af9779edaaa,1,-1,0,,
8577632b3a7dd3dd5ce9cf2562627983bbabba20,1,-2,-1,1,1
c6fd3d488e8dba904f6abb2324a89466fc354387,1,-1,0,1,
0143a650911729c290a8a0b41597af375ef7c901,1,-1,0,,
3ce14a84a8c2009198e81a077cabe4b3031f6698,1,-1,0,,
b2e0812f6946f88cef2cdffb0be603b4b769033a,1,-1,0,,
e128f7f3bb6f7761225b2c0f3dfe1bf1d5d1aff8,1,-2,-1,,
ff1875fce0a82737069e195060b6a93881954a23,1,-1,0,,
8725e3604b31d0bf822959fc6d870512411c7a05,1,-1,0,0,
885abbfcd40aab57acec278d976956f07be15090,1,-2,-1,94,1
f38bc0c33992ed4879ec37e0d425beadc088bbff,2,-1,1,,
e7f019690a10306a717b9757a21d5bf01964532e,1,-1,0,,
fc6e92260c3ff3b5ef72ac05e7a518a8cb2e7090,2,-2,0,3,2
459efb02ad243e87f42caffcf4f3a0004c41ccd6,1,-1,0,0,
6be908a8296456adee254b405605acff55fd47a5,1,-1,0,8,
cbb5b51475368613c7972297ea6055a4f75285e1,3,-2,1,,
34a1f7099b65f43037602eb13cbffd7df276e290,2,-2,0,0,
c853ef75a11663cbee3160e64e45f46f5a8ac78c,1,-1,0,,
acd669e4248c605ac54c38862a8678f521f6f574,1,-2,-1,,
12a0f46895e730f6a3a4c5fc311c206f6d8219e5,1,-1,0,,
3bc2575dfcfbf856b75c510d986f270f7f9411ca,1,-1,0,,
a05e33693b66ac38ccb21f2238c194ca59fcb6ec,1,-1,0,0,
b2e4db01b679e0759bdd340310a864cc83f48deb,1,-1,0,,
35c75ea5036fbffe6ac74fe4f76a633bda061fec,1,-1,0,,
